CustomerID,actual_churn,predicted_churn,churn_probability,prediction_correct
54618,1,1,0.9603883568980255,True
54288,1,1,0.9546850719611116,True
50339,1,1,0.9469897635283098,True
51215,1,1,0.9399348006453357,True
50936,1,1,0.9351396038933353,True
53751,1,1,0.9348699388725435,True
54023,1,1,0.9271301921265285,True
51012,1,1,0.924437103224728,True
52094,1,1,0.9209988577700632,True
52077,1,1,0.9184754198770153,True
50329,1,1,0.9169252114854964,True
51517,1,1,0.9169086883903441,True
50607,1,1,0.9136835812662188,True
50808,1,1,0.9108938573683462,True
50944,1,1,0.9058261316878354,True
54870,1,1,0.9057225973814321,True
52343,1,1,0.9050010850523258,True
50199,1,1,0.9010121325550413,True
55434,1,1,0.8997225497266197,True
51803,1,1,0.8962706012150826,True
51510,0,1,0.8928804481395964,False
52582,1,1,0.8917714636767137,True
55314,1,1,0.890830001003795,True
51038,1,1,0.8879835310184945,True
50933,1,1,0.8852949979194982,True
51312,0,1,0.8852852232039261,False
50014,1,1,0.8812563925169709,True
53009,0,1,0.8790911763698435,False
55229,1,1,0.8785166564992848,True
54263,1,1,0.8780694906577204,True
54127,0,1,0.8751629635558057,False
50438,1,1,0.8749111891818078,True
52920,1,1,0.8741329536791372,True
54601,1,1,0.8688668410549792,True
50013,1,1,0.8680684974527001,True
53727,1,1,0.8660724704315048,True
50569,1,1,0.8657213965941248,True
54990,1,1,0.8656343673200685,True
51516,0,1,0.8640770916260032,False
51348,1,1,0.8632362006545108,True
52353,1,1,0.8629585824619874,True
52721,1,1,0.860687427483207,True
50355,1,1,0.8596079443768666,True
55347,1,1,0.858529450967407,True
51457,1,1,0.8584231470248831,True
55362,1,1,0.8583759583484875,True
55271,1,1,0.858346513482745,True
54923,1,1,0.8581344622599875,True
54454,1,1,0.8569027514848615,True
52483,0,1,0.8548971258122884,False
54806,1,1,0.8548687079550207,True
54750,1,1,0.8547145208588581,True
50718,1,1,0.853319945196257,True
52423,1,1,0.8522878995447394,True
52788,1,1,0.8513488510025776,True
53580,0,1,0.8491769453373421,False
51473,1,1,0.8466655850292039,True
51318,1,1,0.8433976283122244,True
51133,1,1,0.8416852159937998,True
53305,1,1,0.841624363568182,True
51157,1,1,0.8406689023604292,True
54040,0,1,0.8398767999154475,False
52617,1,1,0.8376406662194973,True
54497,1,1,0.8372407072398086,True
52513,1,1,0.8371452327048476,True
52126,1,1,0.8369415006332833,True
53196,0,1,0.8368143751795794,False
53749,1,1,0.8355148211522208,True
53069,1,1,0.8348963258223353,True
54817,1,1,0.8332769831221009,True
51043,1,1,0.8329715331671835,True
55173,1,1,0.8328612779337883,True
54104,0,1,0.8296938036978142,False
54293,1,1,0.8277324825477418,True
53487,1,1,0.8268686746789539,True
51585,1,1,0.8267868214630407,True
53126,1,1,0.8238990839000091,True
54400,1,1,0.8231557747933942,True
53707,1,1,0.8176856632987185,True
55177,1,1,0.8176856632987185,True
54957,1,1,0.8158632988787589,True
54775,1,1,0.8155223708114459,True
50258,1,1,0.8080669205647216,True
51728,1,1,0.8080669205647216,True
53384,1,1,0.806791670742965,True
52199,0,1,0.8064532260354451,False
55398,1,1,0.8053393759166438,True
50861,1,1,0.8050283118505932,True
55540,1,1,0.8041928189268367,True
51363,0,1,0.8037871784622128,False
53671,1,1,0.7989793689450785,True
53698,1,1,0.7974088327229878,True
53697,1,1,0.79645622831911,True
50474,1,1,0.794337307243207,True
50381,0,1,0.7912443618195816,False
50768,1,1,0.7899874565456417,True
53859,0,1,0.7894422214202806,False
50297,1,1,0.7893001092321833,True
54182,1,1,0.7883408653822547,True
52950,1,1,0.7829921449324739,True
52187,0,1,0.7808164125492829,False
55107,1,1,0.7787070363172214,True
54425,1,1,0.7783033061912511,True
55222,0,1,0.7772457217794002,False
53676,1,1,0.7743797132748874,True
52741,1,1,0.7726291882907216,True
50140,1,1,0.7709050415829828,True
52992,0,1,0.7691527715267936,False
53276,1,1,0.7651388690599948,True
50298,1,1,0.7624596924515997,True
54215,0,1,0.7607466251956586,False
55182,1,1,0.7575886781215406,True
50332,0,1,0.7573692341279041,False
54893,1,1,0.7535654853901659,True
51932,0,1,0.752923332325279,False
51768,1,1,0.7519947945129285,True
52098,1,1,0.7491101112980567,True
53532,0,1,0.7488717356321583,False
50416,1,1,0.7485718577013768,True
54203,1,1,0.7483824682683484,True
53165,0,1,0.7482987895168961,False
54746,1,1,0.7473491667871116,True
53397,1,1,0.7457260295017712,True
50261,1,1,0.7456870179308339,True
51389,0,1,0.745033798149279,False
53277,0,1,0.7444528443945735,False
51550,1,1,0.743336608710665,True
50461,1,1,0.7427507918905519,True
53112,1,1,0.7398311536419654,True
55217,1,1,0.7395218808905285,True
52456,1,1,0.7390321554687607,True
50196,0,1,0.7364875081329165,False
52123,1,1,0.7350559190329765,True
54953,1,1,0.7335766432855196,True
55625,0,1,0.7323282397889591,False
51964,0,1,0.7317258954582069,False
50032,0,1,0.7302990387095255,False
53600,0,1,0.7292557378228292,False
55499,1,1,0.7264117289164288,True
52052,1,1,0.7243023296807507,True
50582,1,1,0.7243023296807507,True
50510,0,1,0.7216815319858534,False
51743,0,1,0.7199770305320957,False
53527,1,1,0.7196791718188009,True
54637,0,1,0.7164662589480784,False
54913,1,1,0.7123266597042013,True
54759,1,1,0.7107441369700621,True
55451,1,1,0.7091737077935025,True
50080,1,1,0.7086296068908912,True
51552,0,1,0.7059094169923601,False
51214,1,1,0.7052473535249405,True
52009,1,1,0.7033694362813385,True
53289,1,1,0.6983492256451737,True
51842,0,1,0.6980571417616983,False
52031,0,1,0.6977040064047959,False
52584,0,1,0.6929998430759572,False
55473,1,1,0.6929684584621657,True
54202,0,1,0.6927355157061618,False
51896,0,1,0.6906406168386039,False
50112,1,1,0.6902247732013582,True
54630,1,1,0.6897686079541472,True
51309,0,1,0.6893848248128309,False
50162,1,1,0.6882438450835443,True
50888,1,1,0.6861498395707063,True
52732,0,1,0.6856729653122777,False
53666,1,1,0.6856676056810991,True
51630,0,1,0.682010821730049,False
50256,0,1,0.6818302407389849,False
55407,1,1,0.677737191717126,True
53937,1,1,0.677737191717126,True
51582,1,1,0.6770687363506015,True
52015,1,1,0.6745197664433935,True
50512,1,1,0.6742362363894945,True
54322,0,1,0.6722190972883264,False
50959,1,1,0.6711464744277583,True
53929,0,1,0.6711175540949119,False
55339,0,1,0.6707714241300639,False
53306,0,1,0.6659946512763463,False
53797,1,1,0.6621095695119423,True
52184,1,1,0.6599583769363632,True
50901,0,1,0.6586071451864051,False
51984,0,1,0.6563609364595346,False
52891,0,1,0.6550024645423694,False
52001,0,1,0.652231660624506,False
50292,0,1,0.6497420145821706,False
51173,1,1,0.6476641545815494,True
52349,0,1,0.6473556780825872,False
51677,0,1,0.6471578806666675,False
53425,0,1,0.6463521154890493,False
51278,0,1,0.6424100608988662,False
52202,0,1,0.6402025514159523,False
52748,0,1,0.6398535932119639,False
51528,1,1,0.6390902656917248,True
50058,1,1,0.6390902656917248,True
54378,1,1,0.6337274105382265,True
50815,1,1,0.6308332550292844,True
52576,0,1,0.6281696079213775,False
55332,1,1,0.6278252276561421,True
54962,1,1,0.6264902101851405,True
55331,0,1,0.6249081917666451,False
54077,0,1,0.6221110944500059,False
51045,0,1,0.6191867693258843,False
55200,1,1,0.6146034890164602,True
51299,0,1,0.614177086573214,False
51548,0,1,0.6127822137071822,False
50078,0,1,0.6127822137071822,False
53241,0,1,0.6119964070470673,False
52339,0,1,0.611366251627245,False
55563,0,1,0.6079514869906311,False
55082,0,1,0.6056369317708287,False
52174,1,1,0.6033285997086072,True
53840,0,1,0.6029979823919919,False
52235,0,1,0.6027792395003055,False
53256,0,1,0.6021587604122777,False
54366,1,1,0.6014543912649583,True
52977,1,1,0.6007056440589414,True
53716,0,1,0.5945038292216617,False
50516,0,1,0.5929211758738059,False
50765,0,1,0.5916857335491977,False
50244,1,1,0.5878833981384849,True
51072,0,1,0.5869161645502359,False
52550,1,1,0.5867793354602747,True
55154,0,1,0.5865614751709864,False
51844,0,1,0.5854841282006542,False
50655,1,1,0.5830625992763372,True
51480,0,1,0.5821898408764772,False
53161,0,1,0.5805556564305209,False
52203,1,1,0.5797401203909193,True
55622,1,1,0.5753443133343155,True
50536,1,1,0.5749535017257884,True
52208,0,1,0.5742641815490307,False
50008,1,1,0.5738545305998399,True
52006,1,1,0.5730765874368418,True
53415,0,1,0.571626441242939,False
54885,0,1,0.5712162384768488,False
51258,0,1,0.5709960310585779,False
51388,1,1,0.5709111835395134,True
52728,0,1,0.5704601679344212,False
55165,0,1,0.5675550854312441,False
50036,0,1,0.5674701011146971,False
52835,1,1,0.56691929512608,True
54098,0,1,0.5664582593876625,False
54930,0,1,0.5630924308202419,False
54164,0,1,0.5610335193957344,False
54994,0,1,0.5604523004816495,False
50744,0,1,0.5537995397438005,False
50488,0,1,0.5531206810293057,False
54940,1,1,0.5515521340685455,True
54365,1,1,0.5514115903298924,True
53254,0,1,0.5504167540761042,False
53601,0,1,0.5468013940129514,False
52594,0,1,0.5466298507199868,False
51124,0,1,0.5453897713819191,False
54631,0,1,0.5420879403090777,False
51298,0,1,0.5394442237011066,False
52017,0,1,0.5390733253027085,False
55063,0,1,0.5382455746927818,False
55409,0,1,0.5372563596035461,False
52827,1,1,0.5353571389037963,True
54677,0,1,0.5352552897549167,False
54500,0,1,0.5344841315312118,False
53329,0,1,0.5336348996872485,False
54158,0,1,0.5283655840629876,False
53364,0,1,0.5271143155223567,False
54073,0,1,0.5262203483026129,False
50056,0,1,0.5257147653626422,False
50988,1,1,0.52529214562111,True
52214,0,1,0.5206453558989588,False
52871,0,1,0.5190543212497858,False
51213,0,1,0.5184684267291876,False
55018,1,1,0.517513460731051,True
55244,1,1,0.5160371010090012,True
52468,0,1,0.5149601054311552,False
55583,0,1,0.5149526297370363,False
54363,0,1,0.5144910879037461,False
52159,1,1,0.512453853689528,True
52416,0,1,0.5109260299409499,False
51346,1,1,0.5050819938603882,True
50479,0,1,0.5044237528510531,False
